baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
18.3155037771974	-3.27893942532336	0.865187985940126	-3.78985778652533	0.000150733557413484	0.00677322616101603
287.815999238783	0.561138556523738	0.103275968558866	5.4333894356449	5.52935497977224e-08	1.91393438854523e-05
111.769633328366	-2.20323980729136	0.689735933026569	-3.19432365604547	0.00140158884867859	0.0319109946195035
98.84312164155	-1.11916800419833	0.221858479992318	-5.0445130798565	4.54677731415128e-07	9.01556742462919e-05
7.93967495481259	-3.11979183995752	0.925491561258446	-3.37095654952851	0.00074907671427029	0.0207688316035416
49.7520727444805	-1.36502513711066	0.412919931472749	-3.3057865050061	0.000947102218094795	0.0243400875144478
171.22426581357	-0.340234716025187	0.103474516447539	-3.28810153172045	0.00100865456134923	0.0256246840568459
18.3726419674713	-1.28002178910254	0.40478181240597	-3.16225124220444	0.00156554428965368	0.0343511071085328
1227.31078927323	-0.284943645640732	0.0730053358754607	-3.90305232109083	9.4987158919107e-05	0.00500753125148956
199.781678851959	-0.786902232768148	0.204421941890361	-3.84940200396977	0.000118406542523792	0.00588130075455057
202.924931800248	-0.997093806582742	0.30583674493358	-3.26021586058694	0.0011132745075109	0.0275865438086005
701.881705241083	0.258165918733626	0.0771115178178375	3.34795535141064	0.000814101259518886	0.0219134692613875
450.334835039391	-0.524101577688673	0.134540604387225	-3.89548999036932	9.80004095481482e-05	0.00511698202746318
521.797619819187	-2.56256476614212	0.654869970732278	-3.91308943862038	9.1122765174554e-05	0.00486419907689613
9.02041931904821	-2.35627264826638	0.716744102987961	-3.28746708684948	0.00101093005354156	0.0256530738557917
1726.366067222	-0.709200862651501	0.182582609200653	-3.88427389528709	0.000102636155102466	0.00526319153700216
2333.53090419818	-0.472667005698255	0.116083256016674	-4.07179314155664	4.66526020347575e-05	0.00311601775186548
52.7418462024373	-1.04558557859171	0.311006534465085	-3.3619408685096	0.000773966956860035	0.0211921923476826
304.621187995313	-0.823900769439464	0.176060083095004	-4.67965682485153	2.87355489423562e-06	0.000395390444546594
75.8502784987442	-2.06905203964377	0.542099922541788	-3.81673553824254	0.000135228979896401	0.00637388849286164
32.480925649356	-4.14461478725461	0.804507291493354	-5.15174297495953	2.58076578239164e-07	6.08209621035341e-05
467.195211921357	0.490027080377805	0.150796976802889	3.24958159485076	0.00115574916800151	0.0283515509149773
13.1864305806518	-1.19104291028904	0.325141027403315	-3.66315786045552	0.000249124900364367	0.00986171462588182
578.562253840057	-0.215905725688606	0.0701069821111229	-3.07966081532913	0.00207236456731	0.0409902609460879
22.8674784145442	-2.59228097693456	0.549247945427519	-4.71969171394315	2.36202341586857e-06	0.000339778602154133
26.7609103591024	-2.34923467124283	0.771056906770681	-3.04677210023555	0.00231313014801729	0.0439474889957351
547.965538475254	0.268969423955607	0.0786590462613495	3.41943408596565	0.00062751533392979	0.0186595264329485
889.8340313127	0.39575356994773	0.122330592194832	3.23511529575059	0.00121593619900893	0.0293983095309638
3.62784841146946	-4.18222662759636	1.30045814429545	-3.21596404001312	0.00130007121542081	0.0305413336534647
1213.02172977245	0.194209145040203	0.0551378255226736	3.5222488953675	0.000427902197976843	0.0145388303554923
187.196811643251	-2.16302376972927	0.546157036544356	-3.96044292208546	7.48108735684766e-05	0.00427135382000635
91.6585163701882	-0.804336351948993	0.207122843695381	-3.88337827734706	0.000103015113253103	0.00527042448936719
371.918785647563	-0.426748235574086	0.0906621042542585	-4.70701887061089	2.51365647196421e-06	0.000359258269828536
761.028177989226	0.197806598294455	0.051365431997175	3.85096728681916	0.000117652215300616	0.00585696522596528
294.436011094721	0.361130421880821	0.116279080846985	3.10572133224929	0.00189815506022101	0.0386503440240313
2311.58647169244	0.448781624717708	0.0928019346047781	4.83590807270307	1.32539167514091e-06	0.000212763781010119
5832.02370978046	-0.503944823775989	0.15158628931101	-3.32447496450054	0.000885851865907642	0.0233060497245259
811.977277340511	0.203441519386246	0.0671965731565782	3.02755795168597	0.00246538437156413	0.045537377703325
425.256652636536	0.413053463449877	0.137109982122826	3.01257032533091	0.00259045407154734	0.047231546540731
863.698091240017	-1.36119701988039	0.443399971669769	-3.06990777368422	0.0021412488066419	0.0419408353789018
18.3626801568289	-1.45925461560212	0.465234890053884	-3.13659754846225	0.00170920567346275	0.0362721236764873
419.248606555875	-0.502802643974794	0.131649177776084	-3.81926155915678	0.000133851774486629	0.00634950398330258
652.824173326465	0.24779113924472	0.0784571321131688	3.15829973095752	0.00158692303665703	0.0346355724443972
999.283970027107	-1.16071876454334	0.345267431031999	-3.36179627795755	0.000774372322612701	0.0211921923476826
310.900089845315	-3.14425625413333	0.61222914860993	-5.13575066014479	2.81020042192659e-07	6.41797628318967e-05
1957.96225914969	0.393809251070781	0.0861665464383894	4.57032650545373	4.86964924005358e-06	0.000586289889211451
435.407381204703	-0.457334777578983	0.132467434599491	-3.4524317539757	0.000555557992441714	0.0173762242593991
405.254046645929	0.608564089005626	0.157569973189233	3.86218310943527	0.000112378284189942	0.00565799120377224
24.7760173788023	-2.61470672051767	0.462496361851657	-5.65346440791316	1.57245685086153e-08	6.11133975739218e-06
853.782492313272	0.306420282330199	0.0842357583186229	3.63765090320859	0.000275135995692592	0.0105817495010035
14.802536626442	-2.81021815763656	0.742491187002195	-3.78485052325375	0.00015380099218236	0.00685543939600769
15.8394481940236	-2.78541799175498	0.661455392497558	-4.21104434758276	2.54192834839345e-05	0.0020779091771941
63.9614763321513	-2.89637376265065	0.550963347329852	-5.25692639390156	1.46482905685783e-07	4.00621704895944e-05
